serialisation,size,count,shrinking_power
"['&', ['G', ['|', ['!', ['&', ['!', 'InspiratoryPauseButton'], ['X', 'InspiratoryPauseButton']]], ['X', ['&', ['V', ['&', 'InspiratoryPauseButton', ['X', ['!', 'InspiratoryPauseButton']]], ['->', ['&', ['!', ['|', 'PCVInspiratoryPhaseEnd', 'PSVInspiratoryPhaseEnd']], ['&', ['X', ['|', 'PCVInspiratoryPhaseEnd', 'PSVInspiratoryPhaseEnd']], ['!', ['&', 'InspiratoryPauseButton', ['X', ['!', 'InspiratoryPauseButton']]]]]], ['&', ['X', ['|', ['G', '[0,40]', ['->', 'InspiratoryPauseButton', ['&', 'inValveClose', 'outValveClose']]], ['V', ['&', 'InspiratoryPauseButton', ['X', ['!', 'InspiratoryPauseButton']]], ['->', 'InspiratoryPauseButton', ['&', 'inValveClose', 'outValveClose']]]]], ['!', ['&', 'InspiratoryPauseButton', ['X', ['!', 'InspiratoryPauseButton']]]]]]], ['->', ['|', 'PCVInspiratoryPhaseEnd', 'PSVInspiratoryPhaseEnd'], ['|', ['G', '[0,40]', ['->', 'InspiratoryPauseButton', ['&', 'inValveClose', 'outValveClose']]], ['V', ['&', 'InspiratoryPauseButton', ['X', ['!', 'InspiratoryPauseButton']]], ['->', 'InspiratoryPauseButton', ['&', 'inValveClose', 'outValveClose']]]]]]]]], ['->', 'InspiratoryPauseButton', ['&', ['V', ['&', 'InspiratoryPauseButton', ['X', ['!', 'InspiratoryPauseButton']]], ['->', ['&', ['!', ['|', 'PCVInspiratoryPhaseEnd', 'PSVInspiratoryPhaseEnd']], ['&', ['X', ['|', 'PCVInspiratoryPhaseEnd', 'PSVInspiratoryPhaseEnd']], ['!', ['&', 'InspiratoryPauseButton', ['X', ['!', 'InspiratoryPauseButton']]]]]], ['&', ['X', ['|', ['G', '[0,40]', ['->', 'InspiratoryPauseButton', ['&', 'inValveClose', 'outValveClose']]], ['V', ['&', 'InspiratoryPauseButton', ['X', ['!', 'InspiratoryPauseButton']]], ['->', 'InspiratoryPauseButton', ['&', 'inValveClose', 'outValveClose']]]]], ['!', ['&', 'InspiratoryPauseButton', ['X', ['!', 'InspiratoryPauseButton']]]]]]], ['->', ['|', 'PCVInspiratoryPhaseEnd', 'PSVInspiratoryPhaseEnd'], ['|', ['G', '[0,40]', ['->', 'InspiratoryPauseButton', ['&', 'inValveClose', 'outValveClose']]], ['V', ['&', 'InspiratoryPauseButton', ['X', ['!', 'InspiratoryPauseButton']]], ['->', 'InspiratoryPauseButton', ['&', 'inValveClose', 'outValveClose']]]]]]]]",160,1,160
"['&', ['G', ['|', ['!', ['&', ['!', 'PSVMode'], ['X', 'PSVMode']]], ['X', ['&', ['V', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]], ['->', ['&', ['!', ['<', 'inspiratoryPressure', 'InhaleTriggerSensitivityPSV']], ['&', ['X', ['<', 'inspiratoryPressure', 'InhaleTriggerSensitivityPSV']], ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]]]], ['&', ['X', ['U', ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]], 'breathingCycleStart']], ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]]]]], ['->', ['<', 'inspiratoryPressure', 'InhaleTriggerSensitivityPSV'], ['U', ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]], 'breathingCycleStart']]]]]], ['->', 'PSVMode', ['&', ['V', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]], ['->', ['&', ['!', ['<', 'inspiratoryPressure', 'InhaleTriggerSensitivityPSV']], ['&', ['X', ['<', 'inspiratoryPressure', 'InhaleTriggerSensitivityPSV']], ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]]]], ['&', ['X', ['U', ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]], 'breathingCycleStart']], ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]]]]], ['->', ['<', 'inspiratoryPressure', 'InhaleTriggerSensitivityPSV'], ['U', ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]], 'breathingCycleStart']]]]]",116,1,116
"['&', ['G', ['|', ['!', ['&', ['!', 'PCVMode'], ['X', 'PCVMode']]], ['X', ['&', ['V', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]], ['->', ['&', ['!', 'PSVModeSelected'], ['&', ['X', 'PSVModeSelected'], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]], ['&', ['X', ['U', ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]], ['!', ['&', 'PCVInspTimeEnd', 'PSVMode']]]], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]]], ['->', 'PSVModeSelected', ['U', ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]], ['!', ['&', 'PCVInspTimeEnd', 'PSVMode']]]]]]]], ['->', 'PCVMode', ['&', ['V', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]], ['->', ['&', ['!', 'PSVModeSelected'], ['&', ['X', 'PSVModeSelected'], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]], ['&', ['X', ['U', ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]], ['!', ['&', 'PCVInspTimeEnd', 'PSVMode']]]], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]]], ['->', 'PSVModeSelected', ['U', ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]], ['!', ['&', 'PCVInspTimeEnd', 'PSVMode']]]]]]]",116,1,116
"['&', ['G', ['|', ['!', ['&', ['!', 'PSVMode'], ['X', 'PSVMode']]], ['X', ['&', ['V', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]], ['->', ['&', ['!', ['>=', 'breathingTime', 'apneaLagTime']], ['&', ['X', ['>=', 'breathingTime', 'apneaLagTime']], ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]]]], ['&', ['X', ['U', ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]], 'apnea']], ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]]]]], ['->', ['>=', 'breathingTime', 'apneaLagTime'], ['U', ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]], 'apnea']]]]]], ['->', 'PSVMode', ['&', ['V', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]], ['->', ['&', ['!', ['>=', 'breathingTime', 'apneaLagTime']], ['&', ['X', ['>=', 'breathingTime', 'apneaLagTime']], ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]]]], ['&', ['X', ['U', ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]], 'apnea']], ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]]]]], ['->', ['>=', 'breathingTime', 'apneaLagTime'], ['U', ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]], 'apnea']]]]]",116,1,116
"['&', ['G', ['|', ['!', ['&', ['!', 'PSVMode'], ['X', 'PSVMode']]], ['X', ['&', ['V', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]], ['->', ['&', ['!', ['<', 'Fl1', 'ExpiratoryTriggerSensitivity']], ['&', ['X', ['<', 'Fl1', 'ExpiratoryTriggerSensitivity']], ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]]]], ['&', ['X', ['U', ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]], 'expirationPhaseStart']], ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]]]]], ['->', ['<', 'Fl1', 'ExpiratoryTriggerSensitivity'], ['U', ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]], 'expirationPhaseStart']]]]]], ['->', 'PSVMode', ['&', ['V', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]], ['->', ['&', ['!', ['<', 'Fl1', 'ExpiratoryTriggerSensitivity']], ['&', ['X', ['<', 'Fl1', 'ExpiratoryTriggerSensitivity']], ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]]]], ['&', ['X', ['U', ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]], 'expirationPhaseStart']], ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]]]]], ['->', ['<', 'Fl1', 'ExpiratoryTriggerSensitivity'], ['U', ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]], 'expirationPhaseStart']]]]]",116,1,116
"['&', ['G', ['|', ['!', ['&', ['!', 'PCVMode'], ['X', 'PCVMode']]], ['X', ['&', ['V', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]], ['->', ['&', ['!', 'PSVModeSelected'], ['&', ['X', 'PSVModeSelected'], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]], ['&', ['X', ['U', ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]], ['&', 'ventilating', 'PSVMode']]], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]]], ['->', 'PSVModeSelected', ['U', ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]], ['&', 'ventilating', 'PSVMode']]]]]]], ['->', 'PCVMode', ['&', ['V', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]], ['->', ['&', ['!', 'PSVModeSelected'], ['&', ['X', 'PSVModeSelected'], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]], ['&', ['X', ['U', ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]], ['&', 'ventilating', 'PSVMode']]], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]]], ['->', 'PSVModeSelected', ['U', ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]], ['&', 'ventilating', 'PSVMode']]]]]]",112,1,112
"['&', ['G', ['|', ['!', ['&', ['!', 'SelfTestMode'], ['X', 'SelfTestMode']]], ['X', ['&', ['V', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]], ['->', ['&', ['!', 'selfTestFail'], ['&', ['X', 'selfTestFail'], ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]]]], ['&', ['X', ['U', ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]], ['&', 'outOfServiceWarning', 'FailSafeMode']]], ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]]]]], ['->', 'selfTestFail', ['U', ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]], ['&', 'outOfServiceWarning', 'FailSafeMode']]]]]]], ['->', 'SelfTestMode', ['&', ['V', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]], ['->', ['&', ['!', 'selfTestFail'], ['&', ['X', 'selfTestFail'], ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]]]], ['&', ['X', ['U', ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]], ['&', 'outOfServiceWarning', 'FailSafeMode']]], ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]]]]], ['->', 'selfTestFail', ['U', ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]], ['&', 'outOfServiceWarning', 'FailSafeMode']]]]]]",112,1,112
"['&', ['G', ['|', ['!', ['&', ['!', 'PCVMode'], ['X', 'PCVMode']]], ['X', ['&', ['V', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]], ['->', ['&', ['!', 'RMButton'], ['&', ['X', 'RMButton'], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]], ['&', ['X', ['U', ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]], 'RM']], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]]], ['->', 'RMButton', ['U', ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]], 'RM']]]]]], ['->', 'PCVMode', ['&', ['V', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]], ['->', ['&', ['!', 'RMButton'], ['&', ['X', 'RMButton'], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]], ['&', ['X', ['U', ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]], 'RM']], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]]], ['->', 'RMButton', ['U', ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]], 'RM']]]]]",104,1,104
"['&', ['G', ['|', ['!', ['&', ['!', 'PCVMode'], ['X', 'PCVMode']]], ['X', ['&', ['V', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]], ['->', ['&', ['!', 'PSVModeSelected'], ['&', ['X', 'PSVModeSelected'], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]], ['&', ['X', ['U', ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]], 'confirmPSVParameters']], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]]], ['->', 'PSVModeSelected', ['U', ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]], 'confirmPSVParameters']]]]]], ['->', 'PCVMode', ['&', ['V', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]], ['->', ['&', ['!', 'PSVModeSelected'], ['&', ['X', 'PSVModeSelected'], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]], ['&', ['X', ['U', ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]], 'confirmPSVParameters']], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]]], ['->', 'PSVModeSelected', ['U', ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]], 'confirmPSVParameters']]]]]",104,1,104
"['G', ['|', ['!', ['&', ['!', 'InspiratoryPauseButton'], ['X', 'InspiratoryPauseButton']]], ['X', ['&', ['V', ['&', 'InspiratoryPauseButton', ['X', ['!', 'InspiratoryPauseButton']]], ['->', ['&', ['!', ['|', 'PCVInspiratoryPhaseEnd', 'PSVInspiratoryPhaseEnd']], ['&', ['X', ['|', 'PCVInspiratoryPhaseEnd', 'PSVInspiratoryPhaseEnd']], ['!', ['&', 'InspiratoryPauseButton', ['X', ['!', 'InspiratoryPauseButton']]]]]], ['&', ['X', ['|', ['G', '[0,40]', ['->', 'InspiratoryPauseButton', ['&', 'inValveClose', 'outValveClose']]], ['V', ['&', 'InspiratoryPauseButton', ['X', ['!', 'InspiratoryPauseButton']]], ['->', 'InspiratoryPauseButton', ['&', 'inValveClose', 'outValveClose']]]]], ['!', ['&', 'InspiratoryPauseButton', ['X', ['!', 'InspiratoryPauseButton']]]]]]], ['->', ['|', 'PCVInspiratoryPhaseEnd', 'PSVInspiratoryPhaseEnd'], ['|', ['G', '[0,40]', ['->', 'InspiratoryPauseButton', ['&', 'inValveClose', 'outValveClose']]], ['V', ['&', 'InspiratoryPauseButton', ['X', ['!', 'InspiratoryPauseButton']]], ['->', 'InspiratoryPauseButton', ['&', 'inValveClose', 'outValveClose']]]]]]]]]",83,1,83
